2316627453544, 0.394104, 0.31201172, 0.12916565
2316677380302, 0.018737793, 0.19258118, 0.06562805
2316727276542, -0.018829346, -0.0016326904, 0.0012207031
2316777264335, 7.171631E-4, 5.0354004E-4, 6.1035156E-4
2316825939872, -0.002960205, -4.272461E-4, -3.0517578E-4
2316877087333, 0.002243042, -0.0010375977, -0.0033569336
2316926647880, 0.0010223389, -4.272461E-4, -9.1552734E-4
2316976940849, -0.0035705566, -0.0013427734, 0.0018310547
2317026898124, 0.0010070801, 0.0023345947, -0.002746582
2317076824882, -0.0035552979, 1.8310547E-4, -6.2561035E-4
2317126751640, -0.0066070557, -0.0040893555, 0.003967285
2317176647880, -0.0050964355, 4.8828125E-4, 3.0517578E-4
2317226574638, -0.0023498535, 0.0010986328, 3.0517578E-4
2317276531913, -0.0038757324, 1.8310547E-4, 6.1035156E-4
2317326428153, -0.0023498535, 0.0035552979, -0.0030517578
2317376354911, -0.0014343262, 0.0026397705, -0.0012359619
2317426312187, 7.171631E-4, 0.0026397705, 0.0015258789
2317476177909, 0.0019378662, 0.0029296875, -0.0033569336
2317526165702, -0.0026397705, 0.00630188, 0.002746582
2317576061942, -0.002960205, -7.324219E-4, 0.00793457
2317626019218, -0.0035705566, 1.8310547E-4, 0.0
2317675884941, 0.0059051514, -0.008361816, -0.18051147
2317725842216, 0.0013275146, -0.007446289, -0.02658081
2317775830009, -5.187988E-4, -0.011413574, -0.054367065
2317813214042, 0.0025482178, -0.08959961, -0.0488739
2317864025810, -2.1362305E-4, -0.3015747, -0.15362549
2317913067558, 0.08622742, -0.31959534, -0.19517517
2317962994316, 0.40968323, -0.234375, 0.06074524
2318012890556, 0.95243835, -0.27041626, -0.19303894
2318062847831, 1.3598785, -0.27928162, 0.3148651
2318112805107, 1.230072, -0.2872162, 0.1038208
2318162731864, 1.3830872, -0.28874207, 0.13954163
2318212628105, 1.0455933, -0.32539368, -0.104156494
2318262554862, 1.3638458, -0.34005737, -0.14111328
2318312481620, 1.240448, -0.5761566, -0.1472168
2318362438896, 1.0706329, -0.73283386, -0.25106812
