2316350537040, 0.40118408, -0.2144928, 9.803513
2316417187431, 0.40621948, -0.2099762, 9.827744
2316483837821, 0.41641235, -0.21647644, 9.851379
2316550488212, 0.4101715, -0.22909546, 9.868576
2316617138603, 0.42703247, -0.22676086, 9.859299
2316683788993, 0.4313507, -0.23239136, 9.870926
2316750439384, 0.42214966, -0.22692871, 9.865799
2316817089775, 0.41896057, -0.22943115, 9.880096
2316883740165, 0.42790222, -0.22904968, 9.868393
2316950390556, 0.42640686, -0.21809387, 9.876404
2317017040946, 0.42448425, -0.22032166, 9.881317
2317083691337, 0.4283905, -0.22026062, 9.876205
2317150341728, 0.421463, -0.22819519, 9.86792
2317216992118, 0.43504333, -0.2325592, 9.868454
2317283642509, 0.4315033, -0.22357178, 9.869888
2317350292900, 0.41079712, -0.22854614, 9.872345
2317416943290, 0.41511536, -0.22781372, 9.867981
2317483593681, 0.4216156, -0.23701477, 9.856003
2317550244071, 0.43725586, -0.22749329, 9.842545
2317616894462, 0.46896362, -0.29797363, 9.857513
2317683544853, 0.35580444, -0.2106781, 9.843231
2317750195243, 0.54248047, -0.5405426, 9.840225
2317867779472, 0.5439606, 0.36154175, 9.948807
2317958569267, 1.1014862, 0.0014190674, 11.476624
2318025768974, -1.2386932, 0.54937744, 12.26387
2318093029716, -1.2386932, 0.54937744, 12.26387
2318159985282, 0.34176636, 1.8594513, 8.866058
2318227154472, 2.320633, 2.2219696, 7.170746
2318294293144, 3.2729797, 2.8740082, 7.512924
2318361431816, 3.434494, 4.430542, 10.094772
2318429089286, 1.3431549, 5.4929504, 10.156982
2318495678642, 2.0095673, 7.09375, 9.699966
2318562847831, 0.5595093, 5.4391174, 5.3773193
2318629742362, 1.2594147, 6.098343, 7.417206
2318697094657, 1.2594147, 6.098343, 7.417206
2318764263847, 0.71743774, 6.317276, 6.0281677
2318831341484, 0.38363647, 7.05188, 9.086197
2318898541191, 0.41833496, 6.6857758, 6.883606
2318972119071, 0.38536072, 7.5450134, 6.8583374
2319038769462, 0.6980591, 7.7553253, 5.8363495
2319105419853, 0.68959045, 7.7292175, 5.383499
2319172070243, 0.67845154, 7.7936707, 4.5899963
2319238720634, 0.7032013, 8.069366, 4.736374
2319305371025, 0.76257324, 8.425552, 4.160965
2319372021415, 0.5864258, 8.53418, 4.1138
2319438671806, 0.60591125, 8.624481, 3.6495209
2319505322196, 0.53034973, 8.867477, 4.0763245
2319571972587, 0.47555542, 8.947266, 3.9106903
2319638622978, 0.34970093, 9.165939, 3.9225922
2319705273368, 0.28260803, 9.229385, 4.0067444
2319771923759, 0.44802856, 9.316849, 3.6672058
2319838574150, 0.5691986, 9.419067, 3.7168274
2319905224540, 0.6392212, 9.500092, 3.3177185
2319971874931, 0.54953, 9.41658, 3.1042328
2320038525321, 0.42080688, 9.386261, 3.3054504
2320105175712, 0.41687012, 9.559982, 2.9211578
2320171826103, 0.6221771, 9.584991, 2.0064087
2320238476493, 0.3579712, 9.80986, 2.6137085
2320305126884, 0.5588074, 9.672821, 1.3821106
2320371777275, 0.37200928, 9.718185, 1.9288177
2320438427665, 0.37693787, 9.7426605, 1.9649811
2320505078056, 0.28656006, 9.893234, 1.8493652
2320571728446, 0.3265381, 9.954254, 1.431778
2320638378837, 0.30863953, 9.9539795, 1.2693787
2320705029228, 0.2862091, 9.8888855, 0.838501
2320771679618, 0.30577087, 9.964447, 0.8873596
2320838330009, 0.3644867, 9.968979, 0.40219116
2320904980400, 0.44451904, 9.880753, 0.21903992
2320971630790, 0.34754944, 9.9079895, 0.03643799
2321038281181, 0.36193848, 9.832794, -0.124298096
2321104931571, 0.22740173, 9.858322, 0.13270569
