2321171581962, 0.3083954, 9.805405, -0.2832489
2321238232353, 0.41125488, 9.786728, -0.3013153
2321304882743, 0.46009827, 9.6996, 0.10839844
2321371533134, 0.4074707, 9.661972, 0.52137756
2321438183525, 0.49440002, 9.787308, 1.2501984
2321504833915, 0.5408478, 9.741516, 1.4141083
2321571484306, 0.76005554, 9.735596, 2.168396
2321638134696, 0.7364502, 9.631699, 1.6628418
2321704785087, 0.7267151, 9.49675, 2.0237885
2321771411706, 0.6799469, 9.366226, 2.2736511
2321838062096, 0.87927246, 9.252594, 2.520584
2321904712487, 0.9037628, 8.944534, 2.5234985
2321971362878, 0.9849701, 8.786652, 3.808075
2322038013268, 0.8659973, 8.78183, 4.330078
2331835636611, 1.0803528, 7.8454437, 6.3087463
2331902287002, 1.0965881, 7.9316864, 5.9570465
2331968937392, 0.92689514, 8.09021, 5.711914
2332035587783, 1.0259094, 8.222305, 5.808029
2332102238174, 1.079773, 8.260895, 5.5946655
2332168888564, 0.9819946, 8.38884, 5.7085876
2332235538955, 0.8295746, 8.74025, 5.475754
2332302189345, 1.1626587, 8.852371, 4.6117706
2332368839736, 0.9987488, 8.955948, 4.7246857
2332435490127, 0.8479614, 9.406082, 3.115036
2332502140517, 0.5472107, 9.65126, 2.5057678
2332568790908, 0.87153625, 9.631424, 2.2777252
2332635441299, 1.2462921, 9.429611, 0.33187866
2332702091689, 1.4945221, 9.002762, 0.8143158
2332768742080, 1.3127441, 9.124237, 2.9946594
2332835392470, 1.05159, 8.78978, 4.9656525
2332902042861, 0.9822693, 8.688812, 5.3700104
2332968693252, 1.1865387, 8.174805, 7.877365
2333035343642, 1.0175934, 8.450287, 6.3268127
2333101994033, 1.1242676, 9.122498, 3.3887482
2333168644424, 0.9473419, 9.346161, 3.0710754
2333235294814, 1.1983795, 9.562546, 1.5784912
2333301945205, 1.1863098, 9.613464, 0.49771118
2333368595595, 1.0612488, 9.65033, 0.4047699
2333435245986, 0.96917725, 9.625778, 0.7718811
2333501896377, 0.969635, 9.79068, 1.0977936
2333568546767, 0.7724304, 9.733002, 2.0819397
2333635197158, 1.2917633, 9.021912, 2.7175903
2333701847549, 0.9901123, 8.998627, 3.9595642
